"id";"films";"url"
1;https://swapi.dev/api/films/1/;https://swapi.dev/api/planets/1/
1;https://swapi.dev/api/films/3/;https://swapi.dev/api/planets/1/
1;https://swapi.dev/api/films/4/;https://swapi.dev/api/planets/1/
1;https://swapi.dev/api/films/5/;https://swapi.dev/api/planets/1/
1;https://swapi.dev/api/films/6/;https://swapi.dev/api/planets/1/
2;https://swapi.dev/api/films/1/;https://swapi.dev/api/planets/2/
2;https://swapi.dev/api/films/6/;https://swapi.dev/api/planets/2/
3;https://swapi.dev/api/films/1/;https://swapi.dev/api/planets/3/
4;https://swapi.dev/api/films/2/;https://swapi.dev/api/planets/4/
5;https://swapi.dev/api/films/2/;https://swapi.dev/api/planets/5/
5;https://swapi.dev/api/films/3/;https://swapi.dev/api/planets/5/
5;https://swapi.dev/api/films/6/;https://swapi.dev/api/planets/5/
6;https://swapi.dev/api/films/2/;https://swapi.dev/api/planets/6/
7;https://swapi.dev/api/films/3/;https://swapi.dev/api/planets/7/
8;https://swapi.dev/api/films/3/;https://swapi.dev/api/planets/8/
8;https://swapi.dev/api/films/4/;https://swapi.dev/api/planets/8/
8;https://swapi.dev/api/films/5/;https://swapi.dev/api/planets/8/
8;https://swapi.dev/api/films/6/;https://swapi.dev/api/planets/8/
9;https://swapi.dev/api/films/3/;https://swapi.dev/api/planets/9/
9;https://swapi.dev/api/films/4/;https://swapi.dev/api/planets/9/
9;https://swapi.dev/api/films/5/;https://swapi.dev/api/planets/9/
9;https://swapi.dev/api/films/6/;https://swapi.dev/api/planets/9/
10;https://swapi.dev/api/films/5/;https://swapi.dev/api/planets/10/
11;https://swapi.dev/api/films/5/;https://swapi.dev/api/planets/11/
12;https://swapi.dev/api/films/6/;https://swapi.dev/api/planets/12/
13;https://swapi.dev/api/films/6/;https://swapi.dev/api/planets/13/
14;https://swapi.dev/api/films/6/;https://swapi.dev/api/planets/14/
15;https://swapi.dev/api/films/6/;https://swapi.dev/api/planets/15/
16;https://swapi.dev/api/films/6/;https://swapi.dev/api/planets/16/
17;https://swapi.dev/api/films/6/;https://swapi.dev/api/planets/17/
18;https://swapi.dev/api/films/6/;https://swapi.dev/api/planets/18/
19;https://swapi.dev/api/films/6/;https://swapi.dev/api/planets/19/
20;"";https://swapi.dev/api/planets/20/
21;"";https://swapi.dev/api/planets/21/
22;"";https://swapi.dev/api/planets/22/
23;"";https://swapi.dev/api/planets/23/
24;"";https://swapi.dev/api/planets/24/
25;"";https://swapi.dev/api/planets/25/
26;"";https://swapi.dev/api/planets/26/
27;https://swapi.dev/api/films/2/;https://swapi.dev/api/planets/27/
28;"";https://swapi.dev/api/planets/28/
29;"";https://swapi.dev/api/planets/29/
30;"";https://swapi.dev/api/planets/30/
31;"";https://swapi.dev/api/planets/31/
32;"";https://swapi.dev/api/planets/32/
33;"";https://swapi.dev/api/planets/33/
34;"";https://swapi.dev/api/planets/34/
35;"";https://swapi.dev/api/planets/35/
36;"";https://swapi.dev/api/planets/36/
37;"";https://swapi.dev/api/planets/37/
38;"";https://swapi.dev/api/planets/38/
39;"";https://swapi.dev/api/planets/39/
40;"";https://swapi.dev/api/planets/40/
41;"";https://swapi.dev/api/planets/41/
42;"";https://swapi.dev/api/planets/42/
43;"";https://swapi.dev/api/planets/43/
44;"";https://swapi.dev/api/planets/44/
45;"";https://swapi.dev/api/planets/45/
46;"";https://swapi.dev/api/planets/46/
47;"";https://swapi.dev/api/planets/47/
48;"";https://swapi.dev/api/planets/48/
49;"";https://swapi.dev/api/planets/49/
50;"";https://swapi.dev/api/planets/50/
51;"";https://swapi.dev/api/planets/51/
52;"";https://swapi.dev/api/planets/52/
53;"";https://swapi.dev/api/planets/53/
54;"";https://swapi.dev/api/planets/54/
55;"";https://swapi.dev/api/planets/55/
56;"";https://swapi.dev/api/planets/56/
57;"";https://swapi.dev/api/planets/57/
58;"";https://swapi.dev/api/planets/58/
59;"";https://swapi.dev/api/planets/59/
60;"";https://swapi.dev/api/planets/60/
